Title,Price (€),Square Meters,Number of Rooms,City,Municipality,Neighborhood,Street,Floor,Number of Floors,Advertiser Type,Date Posted,Link
Lux / 4.0 / sauna / 2 garazna - Vracar,2500,240,4,Beograd,Opština Vračar,Kalenić pijaca,,IV,,Agency,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-4-0-sauna-2-garazna---vracar/5425635258275?kid=3
Stan na Bezanijskoj kosi,450,47,2,Beograd,Opština Novi Beograd,Bežanijska kosa 3,Bogovinska,I,2,Owner,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-na-bezanijskoj-kosi/5425646932978?kid=3
"Vračar, 155m2, 4.0, III, cg, lift, garaža ID#1945",1600,143,4,Beograd,Opština Vračar,Kalenić pijaca,Požarevačka,III,6,Agency,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vracar-155m2-4-0-iii-cg-lift-garaza-id1945/5425646932882?kid=3
"Novi Merkator, Blok 32 (Crkva sv. Dimitrija), lux",1700,90,3,Beograd,Opština Novi Beograd,Novi Merkator,Bulevar Zorana Đinđića,V,7,Agency,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-merkator-blok-32-crkva-sv-dimitrija-lux/5425646754396?kid=3
Lep moderan stan sa velikom terasom za uživanje,390,49,1.5,Beograd,Opština Rakovica,Petlovo brdo,Jedanaeste Krajiške Divizije 27,IV,5,Owner,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lep-moderan-stan-sa-velikom-terasom-za-uzivan/5425646503716?kid=3
"Namešten, 50m2, Medaković 3",450,50,2,Beograd,Opština Voždovac,Medaković 3,Borivoja Stevanovića,II,7,Owner,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/namesten-50m2-medakovic-3/5425646801626?kid=3
"Izdajem Garsonjeru ( Odvojena kuhinja, trpezarija)",350,28,1,Beograd,Opština Čukarica,Cerak,Ljubice Ivošević Dimitrov,PR,3,Owner,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-garsonjeru-odvojena-kuhinja-trpezarij/5425646838330?kid=3
"Moderan,namešten 2.0 stan ID#2606",500,41,2,Beograd,Opština Zvezdara,Kluz,Voje Veljkovića,I,1,Agency,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/moderan-namesten-2-0-stan-id2606/5425646652162?kid=3
"Hotel Metropol, Patrijarha Gavrila  2.0  57m2",700,57,2,Beograd,Opština Vračar,Krunski venac,Patrijarha Gavrila,I,5,Agency,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/hotel-metropol-patrijarha-gavrila-2-0-57m2/5425646899193?kid=3
"Stan, 1.0, Centar, Dobračina",650,36,1,Beograd,Opština Stari grad,Dorćol,,IV,5,Owner,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-1-0-centar-dobracina/5425642575055?kid=3
"Miljakovc I, lep i komforan dvosoban stan",370,60,2,Beograd,Opština Rakovica,Miljakovac,Stevana Opačića,VPR,6,Owner,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/miljakovc-i-lep-i-komforan-dvosoban-stan/5425646254255?kid=3
Sunčan stan na Dunavu za uživanje i život,1100,78,3,Beograd,Opština Zemun,Kej,Kej oslobođenja,XI,20,Owner,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/suncan-stan-na-dunavu-za-uzivanje-i-zivot/5425646932056?kid=3
"Izdavanje stan Vračar, novogradnja, Gospodara Vuči",750,41,2.5,Beograd,Opština Vračar,Gospodara Vučića,,I,4,Agency,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdavanje-stan-vracar-novogradnja-gospodara-v/5425646854618?kid=3
BW Parkview - 3 Bedroom - Spektakularan Pogled,2200,113,4,Beograd,Opština Savski venac,Beograd na vodi,Bulevar Vudroa Vilsona,,,Agency,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/bw-parkview---3-bedroom---spektakularan-pogle/5425645372601?kid=3
Banovo brdo - novogradnja - 1.5,600,35,1.5,Beograd,Opština Čukarica,Banovo brdo,Karpoševa,I,6,Agency,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/banovo-brdo---novogradnja---1-5/5425646931381?kid=3
Zvezdara - Mirijevo II - 1.5 ID#24897,370,51,1.5,Beograd,Opština Zvezdara,Mirijevo,Vojina Đurašinovića - Kostje,V,6,Agency,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/zvezdara---mirijevo-ii---1-5-id24897/5425646930527?kid=3
Centar Palmotićeva,1300,120,3.5,Beograd,Opština Stari grad,Centar,Palmotićeva,III,5,Owner,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/centar-palmoticeva/5425644976690?kid=3
Stan Vidikovac,330,40,2,Beograd,Opština Rakovica,Vidikovački venac,Vidikovacki venac,XIV,16,Owner,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-vidikovac/5425646931053?kid=3
"Naselje S. Stepanović,2.0 Lux",1000,79,2,Beograd,Opština Voždovac,Naselje Stepa Stepanović,2. srpske armije,VI,6,Agency,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/naselje-s-stepanovic-2-0-lux/5425646931069?kid=3
"2.0, Vojvode Vlahovića, Milovana Vidakovića",350,41,2,Beograd,Opština Zvezdara,Vojvode Vlahovića,Milovana Vidakovića,I,4,Agency,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/2-0-vojvode-vlahovica-milovana-vidakovica/5425646931068?kid=3
"Central Garden - sa garažnim mestom, nenamešten",999,63,2,Beograd,Opština Palilula,Poštanska štedionica,Stanoja Glavaša,VI,7,Owner,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/central-garden---sa-garaznim-mestom-nenameste/5425645815642?kid=3
"Retko u ponudi, Dedinje, Eksluzivan stan 100m2+ter",1300,129,3,Beograd,Opština Savski venac,Dedinje,Lackovićeva,I,,Agency,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/retko-u-ponudi-dedinje-eksluzivan-stan-100m2t/5425646923887?kid=3
Izdajem nov Lux stan Altina,350,34,1,Beograd,Opština Zemun,Altina,Ugrinovacki put 37.deo,III,5,Owner,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-nov-lux-stan-altina/5425646927068?kid=3
"Glamurozan,savremen, jedinstven/novogradnja/garaza",2350,209,3,Beograd,Opština Vračar,Kalenić pijaca,,IV,,Agency,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/glamurozan-savremen-jedinstvennovogradnjagara/5425637196837?kid=3
Ekskluzivan 4.0  stan / velika terasa / 2 parkinga,2700,158,4,Beograd,Opština Vračar,Hram svetog Save,,IV,,Agency,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/ekskluzivan-4-0-stan-velika-terasa-2-parkinga/5425642153269?kid=3
"Moderan, kompletno opremljen stan",600,38,1,Beograd,Opština Novi Beograd,Blok 63,Gandijeva,VI,7,Owner,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/moderan-kompletno-opremljen-stan/5425646784551?kid=3
Nov Lux Stan Ledine 50m2 - Odmah useljiv,500,50,2,Beograd,Opština Novi Beograd,Ledine,Sterijina,I,2,Owner,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/nov-lux-stan-ledine-50m2---odmah-useljiv/5425644429801?kid=3
Odlican stan i odlicna lokacija Mirijevo 1,300,26,1,Beograd,Opština Zvezdara,Mirijevo,Ladne vode,VPR,1,Owner,3/23/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/odlican-stan-i-odlicna-lokacija-mirijevo-1/5425646042146?kid=3
"Trg Republike, Kolarceva 2.5 stan",750,68,2.5,Beograd,Opština Stari grad,Trg Republike,Kolarčeva,VI,6,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/trg-republike-kolarceva-2-5-stan/5425646772293?kid=3
"Julino Brdo, 3.0+terasa, polunamešten",430,83,3,Beograd,Opština Čukarica,Julino brdo,Поручника Спасића и Машере,IV,9,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/julino-brdo-3-0terasa-polunamesten/5425646512918
Extra ponuda  stan na extra lokaciji 42M2 - 1.5,400,42,1.5,Beograd,Opština Zvezdara,Vojvode Vlahovića,Miljana Miljanića,II,4,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/extra-ponuda-stan-na-extra-lokaciji-42m2---1/5425644959077?kid=3
Lux stan Djeram☆Sauna-Gym☆Vlasnik,950,55,2,Beograd,Opština Zvezdara,Đeram pijaca,Marka Oreskovica,PR,5,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-stan-djeramsauna-gymvlasnik/5425641576630?kid=3
Nov stan u Rudi Čajevca,450,40,2,Beograd,Opština Zvezdara,Mirijevo,Rudi Čajevca 37,II,4,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/nov-stan-u-rudi-cajevca/5425646786257?kid=3
"Izdaje se jednoiposoban stan, Braće Jerković",400,49,1.5,Beograd,Opština Voždovac,Braće Jerković,Braće Jerković,VIII,,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdaje-se-jednoiposoban-stan-brace-jerkovic/5425646049522?kid=3
Lux stan za izdavanje,450,42,2,Beograd,Opština Novi Beograd,Fontana,Pariske komune,VIII,8,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-stan-za-izdavanje/5425642424933?kid=3
"Svetao, prijatan, opremljen jednoiposoban stan",355,38,1.5,Beograd,Opština Palilula,Karaburma,Dragoslava Srejovića,I,4,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/svetao-prijatan-opremljen-jednoiposoban-stan/5425646291431?kid=3
"Novi Dorcol, odlican, namesten",1000,60,2,Beograd,Opština Stari grad,Dorćol,Venizelosova,IV,6,Agency,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-dorcol-odlican-namesten/5425643252315?kid=3
Izdajem stan u Višnjici,350,70,3,Beograd,Opština Palilula,Višnjica,Nova 113.,PR,,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-stan-u-visnjici/5425645428479?kid=3
"40 m2, Lux stan, Zemun, Kalvarija - ODMAH USELJIV",550,40,2,Beograd,Opština Zemun,Marija Bursać,Marije Bursac,I,4,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/40-m2-lux-stan-zemun-kalvarija---odmah-uselji/5425646928346?kid=3
Trosoban stan u Resniku,400,85,3,Beograd,Opština Rakovica,Resnik,Vlastimira Gavrika,PR,2,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/trosoban-stan-u-resniku/5425646824837?kid=3
Sunnyville - lux 3.0 stan sa garažnim mestom,900,67,3,Beograd,Opština Palilula,Višnjička Banja,Mirka Milojkovića,IV,5,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/sunnyville---lux-3-0-stan-sa-garaznim-mestom/5425646926802?kid=3
"Kompletno namešten stan 65m2, Paviljoni",750,65,2,Beograd,Opština Novi Beograd,Paviljoni,Tošin bunar,IV,5,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/kompletno-namesten-stan-65m2-paviljoni/5425646804292?kid=3
"Jednosoban stan – Blok 61, Novi Beograd",380,30,1,Beograd,Opština Novi Beograd,Blok 61,Dušana Vukasovića,V,11,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/jednosoban-stan-blok-61-novi-beograd/5425646840549?kid=3
"Komforan prazan 2.5 soban stan, 2 ulaza, Mutapova",650,60,2.5,Beograd,Opština Vračar,Centar,Molerova,II,5,Agency,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/komforan-prazan-2-5-soban-stan-2-ulaza-mutapo/5425646926027?kid=3
Stan za izdavanje na rubu Vračara - niske režije,500,45,1.5,Beograd,Opština Vračar,Gospodara Vučića,Veselina Masleše,IV,,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-za-izdavanje-na-rubu-vracara---niske-rez/5425646928634?kid=3
"Lux stan od 50m2 u Zemunu, garaža uz doplatu",750,50,2,Beograd,Opština Zemun,Cara Dušana,Cara Dušana,II,4,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/lux-stan-od-50m2-u-zemunu-garaza-uz-doplatu/5425646914220?kid=3
"Ledine, 45m2, 2 spavaće sobe, parking i dvorište",500,45,2,Beograd,Opština Novi Beograd,Ledine,Konstantina Danila,PR,2,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/ledine-45m2-2-spavace-sobe-parking-i-dvoriste/5425645932213?kid=3
"Blok 63, odmah useljiv za dve osobe",420,35,1,Beograd,Opština Novi Beograd,Blok 63,Gandijeva,II,6,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/blok-63-odmah-useljiv-za-dve-osobe/5425646928631?kid=3
Odličan stan - Izdavanje - povoljne režije,370,40,2,Beograd,Opština Zvezdara,Vojvode Vlahovića,Milovana Vidakovića,PR,4,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/odlican-stan---izdavanje---povoljne-rezije/5425646872511?kid=3
Odlican stan,700,57,3,Beograd,Opština Stari grad,Skupština,Kosovska,V,6,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/odlican-stan/5425646928117?kid=3
Izuzetan stan na Vračaru,700,65,2,Beograd,Opština Voždovac,Gospodara Vučića,Veljka Milićevića,III,7,Agency,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izuzetan-stan-na-vracaru/5425646927816?kid=3
"Dobra lokacija, garaža, idealan za stanovanje i pp",780,144,4,Beograd,Opština Palilula,Karaburma,Danteova,VPR,,Agency,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/dobra-lokacija-garaza-idealan-za-stanovanje-i/5425646926746?kid=3
"TC Zira, luksuzan poslovni prostor, niski troškovi",1000,100,4,Beograd,Opština Zvezdara,Dimitrija Tucovića,Stjepana Ljubiše,VPR,,Agency,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/tc-zira-luksuzan-poslovni-prostor-niski-trosk/5425646927330?kid=3
"Vidikovacki venac, namesten 2.0 stan,odmah useljiv",500,56,2,Beograd,Opština Rakovica,Vidikovac,Vidikovački venac,II,3,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/vidikovacki-venac-namesten-2-0-stan-odmah-use/5425646927037?kid=3
"Stari grad, Majke Jevrosime, 2.0; 46m2",500,46,2,Beograd,Opština Stari grad,Skupština,Majke Jevrosime,PSUT,3,Agency,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stari-grad-majke-jevrosime-2-0-46m2/5425645536162?kid=3
"Odlična  lokacija, Lux stan",900,95,3,Beograd,Opština Zvezdara,Mirijevo,Mirijevski bulevar,II,2,Agency,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/odlicna-lokacija-lux-stan/5425646886912?kid=3
"Šumice, odmah useljiv lep stan",580,63,2,Beograd,Opština Voždovac,Šumice,Vladimira Tomanovića,IV,5,Agency,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/sumice-odmah-useljiv-lep-stan/5425646887009?kid=3
Jednoiposoban stan na Zvezdari 37m2,350,37,1.5,Beograd,Opština Zvezdara,Medaković 3,Svetozara Zorića,III,3,Owner,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/jednoiposoban-stan-na-zvezdari-37m2/5425646927315
Dedinje 3-soban stan blizu Belog Dvora,800,80,3,Beograd,Opština Savski venac,Dedinje,Bulevar kneza Aleksandra Karađorđevića,III,4,Agency,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/dedinje-3-soban-stan-blizu-belog-dvora/5425645945364?kid=3
"Novo u ponudi, sa garazom, moderan, namesten",700,60,2,Beograd,Opština Vračar,Crveni krst,Starca Vujadina,III,4,Agency,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novo-u-ponudi-sa-garazom-moderan-namesten/5425642300104?kid=3
"Izuzetan, 80m2+ terasa 60m2, namesten",1500,80,3,Beograd,Opština Vračar,Neimar,Vardarska,,,Agency,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izuzetan-80m2-terasa-60m2-namesten/5425645477071?kid=3
"BW Aria, dvosoban, odlican",1000,56,2,Beograd,Opština Savski venac,Beograd na vodi,Bulevar Vudroa Vilsona,IV,15,Agency,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/bw-aria-dvosoban-odlican/5425643341732?kid=3
"Renoviran, useljiv odmah, Cvijiceva",700,55,2,Beograd,Opština Palilula,Cvijićeva,Draže Pavlovića,II,3,Agency,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/renoviran-useljiv-odmah-cvijiceva/5425646595069?kid=3
"Novi Dorćol, lux, 4.0, izuzetan",1890,120,4,Beograd,Opština Stari grad,Dorćol,Venizelosova,IV,,Agency,3/22/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/novi-dorcol-lux-4-0-izuzetan/5425646571284?kid=3
"Saobraćajni fakultet,45m2.2.0.Kod Voždovih Kapija",500,45,2,Beograd,Opština Voždovac,Saobraćajni fakultet,Konstantina Filozofa,III,5,Agency,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/saobracajni-fakultet-45m2-2-0-kod-vozdovih-ka/5425646858126?kid=3
Cvetni trg - Vračar,550,33,1,Beograd,Opština Vračar,Cvetni trg,Njegoševa,,,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/cvetni-trg---vracar/5425644136240?kid=3
Dorćol Novogradnja 2.5-vlasnik + garaza,800,60,2.5,Beograd,Opština Stari grad,Dorćol,Skender Begova,V,6,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/dorcol-novogradnja-2-5-vlasnik-garaza/3220210?kid=3
1.5soban stan 49m2,600,49,1.5,Beograd,Opština Zvezdara,Vukov Spomenik,Jovana Ćirilova,II,6,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/1-5soban-stan-49m2/5425645622905?kid=3
"Namešten 3.0 stan, Sajam, Pogled, terasa, 70 kvm",950,70,3,Beograd,Opština Savski venac,Sajam,Bulevar vojvode Mišića,X,13,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/namesten-3-0-stan-sajam-pogled-terasa-70-kvm/5425646925093?kid=3
"Stan na zemunskom keju, 60 kv, terasa sa pogledom",600,60,2,Beograd,Opština Zemun,Kej,Kej oslobođenja,XV,20,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-na-zemunskom-keju-60-kv-terasa-sa-pogled/5425646925288?kid=3
"Izdajem namešten 1,5 stan Pazinska",450,35,1.5,Beograd,Opština Voždovac,Trošarina,Pazinska,III,4,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-namesten-1-5-stan-pazinska/5425646924115?kid=3
"75m2 Skadarlija,Lux sa teretanom u podrumu.",600,75,2,Beograd,Opština Stari grad,Dorćol,Budimska,VPR,,Agency,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/75m2-skadarlija-lux-sa-teretanom-u-podrumu/5425646043932
Dorćol studio 36m2.1.0.Garaža!Terasa.,600,36,1,Beograd,Opština Stari grad,Dorćol,Žorža Klemansoa,V,7,Agency,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/dorcol-studio-36m2-1-0-garazaterasa/5425646559164?kid=3
Izdajem stan,300,40,1,Beograd,Opština Grocka,Vinča,Profesora Vasića,PR,1,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-stan/5425646810162?kid=3
Stan za izdavanje - Kneza Miloša Residence,1500,61,2,Beograd,Opština Savski venac,Kneza Miloša,Sarajevska,IV,8,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-za-izdavanje---kneza-milosa-residence/5425646923893?kid=3
"Nov, namešten, lux, 2.0, 40m2, kod TC Stadion",400,40,2,Beograd,Opština Voždovac,Braće Jerković,Petra Dobrovića,II,3,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/nov-namesten-lux-2-0-40m2-kod-tc-stadion/5425646922616?kid=3
Makedonska 24 - 35 kvadrata,500,35,1,Beograd,Opština Stari grad,Dom omladine,Makedonska,III,6,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/makedonska-24---35-kvadrata/5425646778237?kid=3
stari kosutnjak,400,45,2,Beograd,Opština Rakovica,Kanarevo brdo,Vukasovićeva 19,PR,4,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stari-kosutnjak/5425646922594?kid=3
Shopping Centar STADION 60m2 trosoban stan,530,60,2.5,Beograd,Opština Voždovac,Braće Jerković,Zaplanjska,VII,7,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/shopping-centar-stadion-60m2-trosoban-stan/5425646922596?kid=3
Stan 53m2 dvosoban i namešten Braće Jerković,500,53,2,Beograd,Opština Voždovac,Braće Jerković,Dukatska,I,4,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-53m2-dvosoban-i-namesten-brace-jerkovic/5425646922597?kid=3
Izdajem stan u Borči (Drinske Divizije),350,45,1.5,Beograd,Opština Palilula,Borča,Drinske divizije,III,3,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/izdajem-stan-u-borci-drinske-divizije/5425646923385
miljakovac 1,450,62,2.5,Beograd,Opština Rakovica,Miljakovac,Stanoja Simića,PSUT,4,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/miljakovac-1/5425646443305?kid=3
Trosoban stan svetao stan u Bloku 64,900,76,3,Beograd,Opština Novi Beograd,Blok 64,Gandijeva,I,5,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/trosoban-stan-svetao-stan-u-bloku-64/5425646923372?kid=3
"Stan-Vojvode stepe, Autokomanda",500,50,2,Beograd,Opština Voždovac,Bioskop Voždovac,Vojvode Stepe,VPR,5,Owner,3/21/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-vojvode-stepe-autokomanda/5425646922868?kid=3
Dvosoban stan na dobroj lokaciji,450,65,2,Beograd,Opština Voždovac,Autokomanda,Stevana Jakovljevića,II,2,Owner,3/20/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/dvosoban-stan-na-dobroj-lokaciji/5425646598819?kid=3
"Nov, Elixir garden,Lux, 2 sobe, terasa, garaža,",1000,56,2,Beograd,Opština Novi Beograd,Blok 65,Bulevar heroja sa Košara,VI,9,Agency,3/20/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/nov-elixir-garden-lux-2-sobe-terasa-garaza/5425646920290?kid=3
Sređen dvosoban stan,550,48,2,Beograd,Opština Palilula,Cvijićeva,,II,4,Agency,3/20/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/sredjen-dvosoban-stan/5425646652178?kid=3
Stan na Voždovcu,480,50,2,Beograd,Opština Voždovac,FON - Bilećka,Vojvode Stepe,VI,8,Owner,3/20/2026,https://www.halooglasi.com/nekretnine/izdavanje-stanova/stan-na-vozdovcu/5425646782487
